gene_accession_id,MGI:1923953
gene_symbol,Cpb1
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_EYE_012_001
pvalue,0.7024822
parameter_name,Pupil Shape
analysis_id,0sxg50ri2kxn6nx
