gene_accession_id,MGI:1915862
gene_symbol,Ube2c
mouse_strain,C57BL
mouse_life_stage,E12.5
parameter_id,IMPC_GEL_060_001
pvalue,0.9918857
parameter_name,Neural tube morphology
analysis_id,0g9mwldf9g10b5m
