gene_accession_id,MGI:1926106
gene_symbol,Fam163b
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_HEM_038_001
pvalue,0.8527822
parameter_name,Basophil differential count
analysis_id,041n959wy0n065m
