gene_accession_id,MGI:2676312
gene_symbol,Abca12
mouse_strain,C57BL
mouse_life_stage,E18.5
parameter_id,IMPC_OFD_050_001
pvalue,0.4280825
parameter_name,Percentage center movement time
analysis_id,17tg38254oa1ptx
