gene_accession_id,MGI:1927241
gene_symbol,Wdr12
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,JAX_OFD_016_001
pvalue,0.5617518
parameter_name,Center permanence time
analysis_id,0ibae4g7ac82l8m
