gene_accession_id,MGI:1913420
gene_symbol,Chchd5
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,UCDLA_CSD_012_001
pvalue,0.2492477
parameter_name,Coat - hair distribution - head
analysis_id,16p3ce6rqfk34ra
