gene_accession_id,MGI:2684789
gene_symbol,Lrsam1
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,MGP_MLN_011_001
pvalue,0.4289863
parameter_name,KLRG1+ Treg cells - % of Treg
analysis_id,10k82cfd7bg28ta
