gene_accession_id,MGI:95975
gene_symbol,Ifi44l
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_HEM_029_001
pvalue,0.8353743
parameter_name,Neutrophil differential count
analysis_id,0fs178nm5vp3jom
