gene_accession_id,MGI:2385213
gene_symbol,Pdik1l
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,MGP_MLN_014_001
pvalue,0.5062928
parameter_name,Resting CD8+ T cells - % of CD8+
analysis_id,1275j40md6nx0bm
