gene_accession_id,MGI:3041190
gene_symbol,Skint7
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,CCP_XRY_018_001
pvalue,0.5443629
parameter_name,Shape of vertebrae
analysis_id,2970e437m2wz9ja
