gene_accession_id,MGI:2444631
gene_symbol,Bltp1
mouse_strain,C57BL
mouse_life_stage,E12.5
parameter_id,MGP_MLN_080_001
pvalue,0.4469908
parameter_name,Effector gd cells - % of CD45+
analysis_id,03tpp99mpx32efm
