gene_accession_id,MGI:1921722
gene_symbol,Stpg3
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_GEL_060_001
pvalue,0.224469
parameter_name,Neural tube morphology
analysis_id,09u578h7b5xrx7a
