gene_accession_id,MGI:1916330
gene_symbol,Gmppa
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,CCP_LDT_008_001
pvalue,0.6198329
parameter_name,Percent time in light
analysis_id,0k6dn9q74k008ja
