gene_accession_id,MGI:1350930
gene_symbol,Srp9
mouse_strain,C57BL
mouse_life_stage,E12.5
parameter_id,IMPC_IPG_010_001
pvalue,0.9363435
parameter_name,Fasted blood glucose concentration
analysis_id,12u254853p038pa
