gene_accession_id,MGI:2443925
gene_symbol,Thsd7b
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,M-G-P_016_001_002
pvalue,0.6092145
parameter_name,Red Blood Cell-count
analysis_id,08d5q4c8641r17m
