gene_accession_id,MGI:1916413
gene_symbol,Mrpl44
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_XRY_060_001
pvalue,0.07355706
parameter_name,Transitional vertebrae
analysis_id,2f2952q54pzoeoa
