gene_accession_id,MGI:3588216
gene_symbol,Ube2u
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_EYE_070_001
pvalue,0.4772223
parameter_name,Left outer nuclear layer
analysis_id,0p4h6h917g5kfmx
