gene_accession_id,MGI:1098604
gene_symbol,Rragd
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,ESLIM_005_001_701
pvalue,0.469748
parameter_name,BMC/Body weight
analysis_id,14yfq12a91aia7x
