gene_accession_id,MGI:3045320
gene_symbol,Mgat4f
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,M-G-P_026_001_010
pvalue,0.4269704
parameter_name,Mouth morphology
analysis_id,163se205qt11n8a
