gene_accession_id,MGI:104294
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,IMPC_HEM_008_001
pvalue,0.5235016
analysis_id,29v55me552lkm1a
parameter_name,Platelet count
gene_symbol,Tyro3
