gene_accession_id,MGI:1916732
gene_symbol,Nup35
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,MGP_IMM_077_001
pvalue,0.3527985
parameter_name,Effector Treg cells - % of CD45+
analysis_id,1n704293o6c5d2m
