gene_accession_id,MGI:104793
gene_symbol,Runx1t1
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_GEO_019_001
pvalue,0.9696556
parameter_name,Embryo Size
analysis_id,0wqa146j1uh90pa
