gene_accession_id,MGI:97324
gene_symbol,Nhlh2
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_CBC_015_001
pvalue,0.8875533
parameter_name,Total cholesterol
analysis_id,0yhk48drv55529m
