gene_accession_id,MGI:1919128
mouse_life_stage,Early adult
gene_symbol,Fam83d
pvalue,0.3341795
parameter_id,UCDLA_CSD_012_001
parameter_name,Coat - hair distribution - head
mouse_strain,C57BL
analysis_id,02d9ovn828dsz1a
