gene_accession_id,MGI:1915862
gene_symbol,Ube2c
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,KMPCLA_GRS_010_001
pvalue,0.2427265
parameter_name,Forelimb grip strength normalised against body weight
analysis_id,18957f93l762txa
