gene_accession_id,MGI:108429
gene_symbol,Lpar1
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,JAX_OFD_017_001
pvalue,0.1241576
parameter_name,Center average speed
analysis_id,0b0pr35s1518vdm
