gene_accession_id,MGI:1346069
analysis_id,017ij28ay0424pa
pvalue,0.08096606
parameter_name,Whole arena average speed
gene_symbol,Cdh20
mouse_life_stage,Early adult
parameter_id,JAX_OFD_009_001
mouse_strain,C57BL
