gene_accession_id,MGI:108429
gene_symbol,Lpar1
mouse_strain,C57BL
mouse_life_stage,E12.5
parameter_id,IMPC_GEL_011_001
pvalue,0.5378221
parameter_name,Embryo turning
analysis_id,22rr5cyj1g94n8a
