gene_accession_id,MGI:2685195
gene_symbol,Zbtb34
mouse_strain,C57BL
mouse_life_stage,E9.5
parameter_id,CCP_LDT_003_001
pvalue,0.3447588
parameter_name,Time mobile light side
analysis_id,088053ims840p3a
