gene_accession_id,MGI:109424
gene_symbol,Abca4
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_HWT_002_001
pvalue,0.4267377
parameter_name,Tibia length
analysis_id,272dr954tzggwaa
