gene_accession_id,MGI:1915599
gene_symbol,Ndufs3
mouse_strain,129SV
mouse_life_stage,Early adult
parameter_id,IMPC_XRY_060_001
pvalue,0.3899334
parameter_name,Transitional vertebrae
analysis_id,279o5956k04b8ia
