gene_accession_id,MGI:97565
gene_symbol,Pgm1
mouse_strain,C57BL
mouse_life_stage,E9.5
parameter_id,IMPC_GEM_070_001
pvalue,0.3350869
parameter_name,Midbrain morphology
analysis_id,12jmucso440rc0x
