gene_accession_id,MGI:2140361
gene_symbol,Slc35d1
mouse_strain,C57BL
mouse_life_stage,E18.5
parameter_id,IMPC_GEM_025_002
pvalue,0.3151736
parameter_name,Pallor
analysis_id,029dy8817hu966a
