gene_accession_id,MGI:2387617
gene_symbol,Obp2a
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,CCP_XRY_031_001
pvalue,0.3352307
parameter_name,Digit integrity
analysis_id,0g7pw4r52r58v7a
