gene_accession_id,MGI:2140259
gene_symbol,Zmynd12
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,MGP_IMM_013_001
pvalue,0.4212204
parameter_name,Total CD8+ T cells - % of ab T cells
analysis_id,14f8885i8z4s84x
