gene_accession_id,MGI:3650206
gene_symbol,Gm12695
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_GEO_064_001
pvalue,0.9918968
parameter_name,Edema
analysis_id,29p182675nf5cka
