gene_accession_id,MGI:1915599
gene_symbol,Ndufs3
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,ESLIM_008_001_016
pvalue,0.5053524
parameter_name,Trunk curl
analysis_id,1l061us0951yrwm
