gene_accession_id,MGI:1859866
gene_symbol,Cdc20
mouse_strain,C57BL
mouse_life_stage,E9.5
parameter_id,CCP_XRY_004_001
pvalue,0.09423866
parameter_name,Mandibles
analysis_id,1b68zzc8738s22m
