gene_accession_id,MGI:1343489
gene_symbol,Mpdz
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_XRY_063_001
pvalue,0.3324252
parameter_name,Cervical processes
analysis_id,0i79947z586y8fx
