gene_accession_id,MGI:1917120
gene_symbol,Polr3gl
mouse_strain,C57BL
mouse_life_stage,E18.5
parameter_id,JAX_ROT_002_001
pvalue,0.1745492
parameter_name,Average duration
analysis_id,02vct6ue041861x
