gene_accession_id,MGI:2443805
gene_symbol,Bnc2
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_ACS_037_001
pvalue,0.7995246
parameter_name,% Pre-pulse inhibition - Global
analysis_id,13g5mub9r8yo4aa
