gene_accession_id,MGI:99218
gene_symbol,Cdh4
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_FEA_003_001
pvalue,0.9228694
parameter_name,Conditioning Baseline % Freezing Time
analysis_id,136eh5b707p675a
