gene_accession_id,MGI:2443564
gene_symbol,Ambra1
mouse_strain,C57BL
mouse_life_stage,E18.5
parameter_id,IMPC_ECG_003_001
pvalue,0.2917001
parameter_name,CV
analysis_id,22i2mep34f4220a
