gene_accession_id,MGI:2139018
gene_symbol,Olah
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,ESLIM_008_001_016
pvalue,0.9875992
parameter_name,Trunk curl
analysis_id,0gagjq57rl23oyx
