gene_accession_id,MGI:1337072
gene_symbol,Ier5
mouse_strain,C57BL
mouse_life_stage,Late adult
parameter_id,ESLIM_008_001_016
pvalue,0.5455338
parameter_name,Trunk curl
analysis_id,07gd0kd6233474x
