gene_accession_id,MGI:1922387
gene_symbol,Rprd2
mouse_strain,C57BL
mouse_life_stage,E9.5
parameter_id,MGP_IMM_127_001
pvalue,0.9223701
parameter_name,Plasmacytoid DC - % of CD45+
analysis_id,0no26183q6132kx
