gene_accession_id,MGI:1916428
gene_symbol,Snx5
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,ESLIM_015_001_004
pvalue,0.7141345
parameter_name,Sodium
analysis_id,1enlydh9t6ku98x
