gene_accession_id,MGI:1201673
gene_symbol,Shox2
mouse_strain,C57BL
mouse_life_stage,E15.5
parameter_id,IMPC_GRS_009_001
pvalue,0.1060898
parameter_name,Forelimb and hindlimb grip strength measurement mean
analysis_id,04yp60752t1e07x
