gene_accession_id,MGI:1913692
gene_symbol,Spc25
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_CBC_009_001
pvalue,0.852854
parameter_name,Calcium
analysis_id,0c917u0xm94i5sx
