gene_accession_id,MGI:106637
gene_symbol,Slc30a2
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_CBC_009_001
pvalue,0.702226
parameter_name,Calcium
analysis_id,04f5vvhh4ig4u9m
