gene_accession_id,MGI:1915643
gene_symbol,Mogat1
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,MGP_IMM_010_001
pvalue,0.6912183
parameter_name,Effector Treg cells - % of Treg
analysis_id,02k906jw50k52ix
