gene_accession_id,MGI:1919880
gene_symbol,Hspa12b
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_GEP_017_001
pvalue,0.2087893
parameter_name,Facial Morphology
analysis_id,2969h9f6715l9ia
