parameter_name,Coat - hair distribution - head
parameter_id,UCDLA_CSD_012_001
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Rspo4
analysis_id,0fgi9647a51gn3m
pvalue,0.7157993
gene_accession_id,MGI:1924467
