gene_accession_id,MGI:2684896
gene_symbol,Maneal
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_EYE_027_001
pvalue,0.2976817
parameter_name,Persistence of hyaloid vascular system
analysis_id,006197j1j21991m
