gene_accession_id,MGI:1923676
gene_symbol,Fam209
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,MGP_IMM_007_001
pvalue,0.8651882
parameter_name,Resting CD4+ T helper cells - % of CD4+ T helper cells
analysis_id,0n010jjk02963fa
