gene_accession_id,MGI:1924232
gene_symbol,Vxn
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,MGP_IMM_006_001
pvalue,0.8840702
parameter_name,Effector CD4+ T helper cells - % of CD4+ T helper cells
analysis_id,09224w645t92q0a
