gene_accession_id,MGI:3611450
analysis_id,0091deh9t83339x
gene_symbol,Mettl21c
parameter_id,MGP_IMM_004_001
parameter_name,Total CD4+ T cells - % of ab T cells
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.7571238
