gene_accession_id,MGI:1921520
gene_symbol,Usp20
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_DXA_004_001
pvalue,0.6273834
parameter_name,Bone Mineral Density (excluding skull)
analysis_id,01w2u3pbz77f0cx
