gene_accession_id,MGI:1923073
gene_symbol,Fam227b
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,CCP_XRY_004_001
pvalue,0.2782802
parameter_name,Mandibles
analysis_id,1281i71r87v145a
