gene_accession_id,MGI:2135283
gene_symbol,Igsf9
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_GEP_017_001
pvalue,0.1304617
parameter_name,Facial Morphology
analysis_id,12859d7p1y8v7tx
