parameter_name,Eye Hemorrhage or Blood Presence
mouse_strain,C57BL
pvalue,0.5599266
gene_symbol,Nes
gene_accession_id,MGI:101784
analysis_id,167o77o24fpghqx
mouse_life_stage,Early adult
parameter_id,IMPC_EYE_003_001
