gene_accession_id,MGI:1924232
gene_symbol,Vxn
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_HEM_019_001
pvalue,0.4749299
parameter_name,Mean platelet volume
analysis_id,003y65o66ffzp7a
