parameter_name,Total Treg cells - % of CD45+
pvalue,0.4374108
analysis_id,29n2477pacn0zaa
parameter_id,MGP_IMM_076_001
mouse_life_stage,Middle aged adult
gene_accession_id,MGI:106925
gene_symbol,Cldn11
mouse_strain,C57BL
