gene_accession_id,MGI:2677271
gene_symbol,Slc24a5
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_CBC_018_001
pvalue,0.4778005
parameter_name,Glucose
analysis_id,0e7143fiwx5z5mx
